Price,Location,id,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Motor Hacmi,Motor Gücü,Çekiş,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden
1379000,İSTANBUL ,21259134,2022-10-29,BMW,3 Serisi,320i First Edition Sport Line,2019,42000,Otomatik,Benzin,Sedan,1597,170,Arkadan İtiş,6.0,59,Belirtilmemiş,Takasa Uygun Değil,Galeriden
1225000,İSTANBUL ,21244711,2022-10-26,BMW,2 Serisi,218i Gran Coupe First Edition Sport Line,2020,35163,Otomatik,Benzin,Coupe,1499,140,Önden Çekiş,6.3,42,Tamamı orjinal,Takasa Uygun Değil,Galeriden
1445000,İSTANBUL ,21232083,2022-10-24,BMW,3 Serisi,320i First Edition Luxury Line,2019,70118,Otomatik,Benzin,Sedan,1597,170,Arkadan İtiş,6.0,59,Belirtilmemiş,Takasa Uygun Değil,Galeriden
295000,EDİRNE ,20767292,2022-10-12,BMW,1 Serisi,120d,2004,180000,Düz,Dizel,Hatchback/5,1995,163,Arkadan İtiş,5.7,50,Belirtilmemiş,Takasa Uygun Değil,Galeriden
252750,ELAZIĞ ,21243453,2022-11-03,BMW,3 Serisi,318i Standart,2004,282000,Otomatik,LPG & Benzin,Sedan,1995,143,Arkadan İtiş,8.1,63,"1 değişen, 9 boyalı",Takasa Uygun,Galeriden
915000,ANTALYA ,21288871,2022-11-03,BMW,3 Serisi,320i ED M Plus,2014,185000,Otomatik,Benzin,Sedan,1598,170,Arkadan İtiş,5.3,60,Tamamı orjinal,Takasa Uygun,Sahibinden
570000,İSTANBUL ,21286972,2022-11-03,BMW,1 Serisi,116i Comfort,2014,78000,Otomatik,Benzin,Hatchback/5,1598,136,Arkadan İtiş,5.6,52,Tamamı orjinal,Takasa Uygun Değil,Sahibinden
930000,ANKARA ,21287634,2022-11-03,BMW,5 Serisi,528i Standart,2011,252000,Otomatik,Benzin,Sedan,2996,258,Arkadan İtiş,7.6,70,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
762500,ANKARA ,21289026,2022-11-02,BMW,5 Serisi,520d M Sport,2011,290000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,5.2,70,Belirtilmemiş,Takasa Uygun Değil,Galeriden
456500,ANTALYA ,20897324,2022-11-02,BMW,5 Serisi,520d Premium,2008,285000,Otomatik,Dizel,Sedan,1995,177,Arkadan İtiş,6.1,70,"1 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden
1499900,ANKARA ,21288473,2022-11-02,BMW,7 Serisi,730d xDrive Standart,2014,225900,Otomatik,Dizel,Sedan,2993,258,4WD (Sürekli),6.0,80,Belirtilmemiş,Takasa Uygun,Galeriden
277000,KONYA ,21287832,2022-11-02,BMW,5 Serisi,520i Standart,1998,197000,Otomatik,LPG & Benzin,Sedan,1991,150,Arkadan İtiş,9.9,70,Tamamı orjinal,Takasa Uygun,Sahibinden
270000,ANKARA ,20324238,2022-11-02,BMW,5 Serisi,520i Standart,1997,320000,Otomatik,LPG & Benzin,Sedan,1991,150,Arkadan İtiş,10.2,80,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
835000,ANTALYA ,21287630,2022-11-02,BMW,Z Serisi,Z4 2.3i sDrive,2011,170000,Otomatik,Benzin,-,2497,204,Arkadan İtiş,8.2,55,"1 değişen, 2 boyalı",Takasa Uygun,Galeriden
285000,ANKARA ,21287254,2022-11-02,BMW,3 Serisi,325i Standart,2003,338000,Otomatik,LPG & Benzin,Sedan,2494,192,Arkadan İtiş,9.5,63,Belirtilmemiş,Takasa Uygun Değil,Galeriden
935000,MALATYA ,21287155,2022-11-02,BMW,3 Serisi,320i ED 40th Year Edition,2015,82000,Otomatik,Benzin,Sedan,1598,170,Arkadan İtiş,5.3,60,5 boyalı,Takasa Uygun Değil,Galeriden
1049000,ANKARA ,21287034,2022-11-02,BMW,5 Serisi,520i Premium,2016,222000,Otomatik,Benzin,Sedan,1592,170,Arkadan İtiş,6.7,70,2 boyalı,Takasa Uygun,Galeriden
969750,BURDUR ,21286843,2022-11-02,BMW,3 Serisi,318i Edition M Sport,2017,81500,Otomatik,Benzin,Sedan,1499,136,Arkadan İtiş,5.0,60,Belirtilmemiş,Takasa Uygun,Galeriden
3125000,İSTANBUL ,20887929,2022-11-02,BMW,4 Serisi,430i Edition M Sport,2020,14000,Otomatik,Benzin,Coupe,1998,258,Arkadan İtiş,6.6,59,Tamamı orjinal,Takasa Uygun Değil,Galeriden
1480900,MALATYA ,21035692,2022-11-02,BMW,3 Serisi,320i First Edition Sport Line,2019,40000,Otomatik,Benzin,Sedan,1597,170,Arkadan İtiş,6.0,59,Tamamı orjinal,Takasa Uygun,Galeriden
1595000,İSTANBUL ,21286262,2022-11-02,BMW,4 Serisi,420d M Sport,2014,134294,Otomatik,Dizel,Coupe,1995,184,Arkadan İtiş,4.6,57,"4 değişen, 3 boyalı",Takasa Uygun Değil,Galeriden
1670000,DENİZLİ ,20907027,2022-11-02,BMW,5 Serisi,520i Luxury Line,2017,137000,Otomatik,Benzin,Sedan,1597,170,Arkadan İtiş,6.5,68,Tamamı orjinal,Takasa Uygun,Galeriden
525000,İSTANBUL ,21285912,2022-11-02,BMW,1 Serisi,116i Comfort,2014,90000,Otomatik,Benzin,Hatchback/5,1598,136,Arkadan İtiş,5.6,52,4 boyalı,Takasa Uygun Değil,Sahibinden
730000,İSTANBUL ,20898261,2022-11-02,BMW,5 Serisi,525d xDrive Comfort,2012,375000,Otomatik,Dizel,Sedan,1995,218,4WD (Sürekli),5.1,70,1 boyalı,Takasa Uygun Değil,Sahibinden
365000,BALIKESİR ,20707111,2022-11-02,BMW,5 Serisi,520d Standart,2006,350000,Otomatik,Dizel,Sedan,1995,163,Arkadan İtiş,6.9,70,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
474000,İSTANBUL ,21285585,2022-11-02,BMW,3 Serisi,320i Premium,2008,114200,Otomatik,Benzin,Sedan,1995,150,Arkadan İtiş,7.9,60,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
2250000,İSTANBUL ,21285479,2022-11-02,BMW,3 Serisi,320i M Sport,2022,7500,Otomatik,Benzin,Sedan,1597,170,Arkadan İtiş,7.3,59,Tamamı orjinal,Takasa Uygun,Galeriden
400000,MUĞLA ,21285343,2022-11-02,BMW,1 Serisi,116i Joy Edition,2011,118000,Otomatik,Benzin,Hatchback/5,1596,116,Arkadan İtiş,7.8,53,"1 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden
875000,BOLU ,21285325,2022-11-02,BMW,3 Serisi,320i ED Luxury Line,2014,130666,Otomatik,Benzin,Sedan,1598,170,Arkadan İtiş,5.3,60,3 boyalı,Takasa Uygun,Galeriden
1125000,ADIYAMAN ,21285213,2022-11-02,BMW,5 Serisi,525d xDrive xDrive,2013,245000,Otomatik,Dizel,Station wagon,1995,218,4WD (Sürekli),5.1,70,Belirtilmemiş,Takasa Uygun Değil,Galeriden
424000,OSMANİYE ,21285193,2022-11-02,BMW,3 Serisi,320d Standart,2011,199000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,5.3,60,Tamamı orjinal,Takasa Uygun,Galeriden
815000,İZMİR ,21086175,2022-11-02,BMW,3 Serisi,320i ED M Plus,2014,115000,Otomatik,Benzin,Sedan,1598,170,Arkadan İtiş,5.3,60,Belirtilmemiş,Takasa Uygun Değil,Galeriden
750000,ORDU ,21117383,2022-11-02,BMW,3 Serisi,316i M Sport,2013,185000,Otomatik,Benzin,Sedan,1598,136,Arkadan İtiş,5.8,60,Belirtilmemiş,Takasa Uygun,Galeriden
827500,İSTANBUL ,21201535,2022-11-02,BMW,5 Serisi,525d xDrive xDrive,2012,210000,Otomatik,Dizel,Sedan,1995,218,4WD (Sürekli),5.1,70,Belirtilmemiş,Takasa Uygun,Galeriden
340000,İSTANBUL ,21284937,2022-11-02,BMW,3 Serisi,320d Premium,2008,250000,Otomatik,Dizel,Sedan,1995,177,Arkadan İtiş,4.8,60,Belirtilmemiş,Takasa Uygun,Sahibinden
375000,KONYA ,20903052,2022-11-02,BMW,3 Serisi,316i Premium,2008,240000,Düz,Benzin,Sedan,1597,122,Arkadan İtiş,7.7,60,1 boyalı,Takasa Uygun,Sahibinden
1025000,İSTANBUL ,20355354,2022-11-02,BMW,1 Serisi,116d First Edition Luxury Line,2020,13000,Otomatik,Dizel,Hatchback/5,1496,116,Önden Çekiş,4.2,42,Belirtilmemiş,Takasa Uygun Değil,Galeriden
3190000,İSTANBUL ,18542881,2022-11-02,BMW,6 Serisi,640xd,2013,698,Otomatik,Dizel,-,2993,313,4WD (Sürekli),5.9,70,Belirtilmemiş,Takasa Uygun Değil,Galeriden
634750,ANKARA ,21217992,2022-11-02,BMW,1 Serisi,116d Joy Plus,2015,107000,Otomatik,Dizel,Hatchback/5,1496,116,Arkadan İtiş,4.1,52,Belirtilmemiş,Takasa Uygun,Galeriden
1250000,ANTALYA ,21284536,2022-11-02,BMW,3 Serisi,318i Edition M Sport,2017,46700,Otomatik,Benzin,Sedan,1499,136,Arkadan İtiş,5.0,60,Tamamı orjinal,Takasa Uygun Değil,Sahibinden
385000,İSTANBUL ,21284462,2022-11-02,BMW,3 Serisi,316i Standart,2011,217000,Otomatik,Benzin,Sedan,1596,116,Arkadan İtiş,7.9,63,Tamamı orjinal,Takasa Uygun Değil,Sahibinden
470000,AYDIN ,21125678,2022-11-02,BMW,7 Serisi,730d Standart,2005,510000,Otomatik,Dizel,Sedan,2993,231,Arkadan İtiş,8.2,88,Belirtilmemiş,Takasa Uygun,Galeriden
410000,DİYARBAKIR ,21284254,2022-11-02,BMW,1 Serisi,116d Comfort,2013,241000,Düz,Dizel,Hatchback/5,1995,116,Arkadan İtiş,4.3,50,4 boyalı,Takasa Uygun Değil,Galeriden
650000,ANTALYA ,21270909,2022-11-02,BMW,3 Serisi,316i M Sport,2015,320000,Otomatik,Benzin,Sedan,1598,136,Arkadan İtiş,5.8,60,Belirtilmemiş,Takasa Uygun Değil,Galeriden
825000,İSTANBUL ,20477135,2022-11-02,BMW,3 Serisi,320i ED Sport Line,2015,117100,Otomatik,Benzin,Sedan,1598,170,Arkadan İtiş,5.3,60,5 boyalı,Takasa Uygun,Sahibinden
329950,İZMİR ,21259663,2022-11-02,BMW,3 Serisi,320Ci,2001,229000,Otomatik,LPG & Benzin,Coupe,2171,170,Arkadan İtiş,9.4,63,Belirtilmemiş,Takasa Uygun Değil,Galeriden
875000,ŞANLIURFA ,20887346,2022-11-02,BMW,5 Serisi,520d Premium,2011,290000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,5.2,70,Tamamı orjinal,Takasa Uygun Değil,Galeriden
565000,AFYONKARAHİSAR ,20906243,2022-11-02,BMW,3 Serisi,330i Standart,2006,192000,Otomatik,Benzin,Sedan,2996,258,Arkadan İtiş,9.0,60,"2 değişen, 1 boyalı",Takasa Uygun,Sahibinden
500000,ÇORUM ,20986628,2022-11-02,BMW,1 Serisi,116i Comfort,2012,151000,Otomatik,Benzin,Hatchback/5,1598,170,Arkadan İtiş,5.6,52,Belirtilmemiş,Takasa Uygun Değil,Galeriden
1089750,İSTANBUL ,20455501,2022-11-02,BMW,5 Serisi,520i Executive,2016,140000,Otomatik,Benzin,Sedan,1592,170,Arkadan İtiş,6.7,70,Belirtilmemiş,Takasa Uygun,Galeriden
195000,BURSA ,20480745,2022-11-02,BMW,3 Serisi,316ti Compact,2003,195000,Düz,Benzin,Hatchback/3,1596,115,Arkadan İtiş,7.9,63,12 boyalı,Takasa Uygun Değil,Sahibinden
435000,İZMİR ,20459146,2022-11-02,BMW,3 Serisi,316i Comfort,2011,192000,Otomatik,LPG & Benzin,Sedan,1596,116,Arkadan İtiş,7.9,63,"2 değişen, 4 boyalı",Takasa Uygun Değil,Sahibinden
845500,İSTANBUL ,21198060,2022-11-02,BMW,5 Serisi,520i Premium,2015,104000,Otomatik,Benzin,Sedan,1592,170,Arkadan İtiş,6.7,70,Belirtilmemiş,Takasa Uygun,Galeriden
555000,KAYSERİ ,21283427,2022-11-02,BMW,3 Serisi,320d Comfort,2011,274000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,5.3,60,3 boyalı,Takasa Uygun,Sahibinden
915000,SİVAS ,20903106,2022-11-02,BMW,3 Serisi,320i ED Sport Line,2015,113000,Otomatik,Benzin,Sedan,1598,170,Arkadan İtiş,5.3,60,Belirtilmemiş,Takasa Uygun,Sahibinden
878000,KONYA ,21283477,2022-11-02,BMW,5 Serisi,520d Exclusive,2011,141783,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,5.2,70,2 değişen,Takasa Uygun,Galeriden
415000,İSTANBUL ,21282079,2022-11-02,BMW,3 Serisi,320i,2006,126500,Otomatik,LPG & Benzin,Sedan,1995,150,Arkadan İtiş,7.9,60,"2 değişen, 2 boyalı",Takasa Uygun Değil,Sahibinden
856000,KOCAELİ ,21280791,2022-11-02,BMW,3 Serisi,320i ED M Plus,2014,144000,Otomatik,Benzin,Sedan,1598,170,Arkadan İtiş,5.3,60,Belirtilmemiş,Takasa Uygun,Sahibinden
650000,İSTANBUL ,21280423,2022-11-02,BMW,1 Serisi,116i Joy Edition,2014,89700,Otomatik,Benzin,Hatchback/5,1598,136,Arkadan İtiş,5.7,52,Tamamı orjinal,Takasa Uygun,Sahibinden
528000,SAMSUN ,21283245,2022-11-02,BMW,5 Serisi,520d Premium,2010,480000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,5.2,70,Tamamı orjinal,Takasa Uygun Değil,Sahibinden
590000,İSTANBUL ,21281368,2022-11-02,BMW,3 Serisi,320d Standart,2012,284000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,4.4,57,5 boyalı,Takasa Uygun Değil,Sahibinden
210000,ANKARA ,21280984,2022-11-02,BMW,5 Serisi,520i Standart,1996,460000,Düz,LPG & Benzin,Sedan,1991,150,Arkadan İtiş,9.0,70,Tamamı boyalı,Takasa Uygun,Sahibinden
585000,İSTANBUL ,21283018,2022-11-02,BMW,1 Serisi,116i M Sport,2012,178000,Otomatik,Benzin,Hatchback/5,1598,136,Arkadan İtiş,5.6,52,"2 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden
645000,İSTANBUL ,20896860,2022-11-02,BMW,3 Serisi,316i M Sport,2015,170000,Otomatik,Benzin,Sedan,1598,136,Arkadan İtiş,5.8,60,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
782000,İZMİR ,21281962,2022-11-02,BMW,5 Serisi,520d Exclusive,2011,243000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,5.2,70,"2 değişen, 1 boyalı",Takasa Uygun,Sahibinden
210000,EDİRNE ,21161823,2022-11-02,BMW,5 Serisi,520i Standart,2000,345000,Otomatik,LPG & Benzin,Sedan,1991,150,Arkadan İtiş,9.9,70,Belirtilmemiş,Takasa Uygun,Galeriden
582000,KAYSERİ ,21283302,2022-11-02,BMW,5 Serisi,520d Premium,2009,295000,Otomatik,Dizel,Sedan,1995,177,Arkadan İtiş,6.1,70,Tamamı orjinal,Takasa Uygun,Galeriden
315000,ANKARA ,21281233,2022-11-02,BMW,5 Serisi,528i Standart,2000,268000,Otomatik,LPG & Benzin,Sedan,2793,193,Arkadan İtiş,10.5,70,1 değişen,Takasa Uygun Değil,Sahibinden
1200000,İZMİR ,21281365,2022-11-02,BMW,5 Serisi,520i Executive Plus,2016,100000,Otomatik,Benzin,Sedan,1592,170,Arkadan İtiş,6.7,70,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
399000,KARAMAN ,21282004,2022-11-02,BMW,5 Serisi,525i Standart,2004,248000,Otomatik,LPG & Benzin,Sedan,2494,192,Arkadan İtiş,9.9,70,"2 değişen, 5 boyalı",Takasa Uygun,Sahibinden
1750000,ANKARA ,21281826,2022-11-02,BMW,5 Serisi,520i Prestige,2017,33500,Otomatik,Benzin,Sedan,1597,170,Arkadan İtiş,6.5,68,Tamamı orjinal,Takasa Uygun,Sahibinden
1800000,ANKARA ,21280800,2022-11-02,BMW,5 Serisi,520i M Sport,2017,50000,Otomatik,Benzin,Sedan,1597,170,Arkadan İtiş,6.5,68,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
1149750,İSTANBUL ,21283231,2022-11-02,BMW,2 Serisi,216d Gran Coupe First Edition M Sport,2020,63000,Otomatik,Dizel,Coupe,1496,116,Önden Çekiş,4.5,42,Tamamı orjinal,Takasa Uygun Değil,Galeriden
330000,SİİRT ,21282572,2022-11-02,BMW,3 Serisi,330i Standart,2003,253000,Düz,Benzin,Sedan,2979,231,Arkadan İtiş,9.1,63,Belirtilmemiş,Takasa Uygun,Sahibinden
545000,İSTANBUL ,21283192,2022-11-02,BMW,7 Serisi,740d xDrive Exclusive,2012,110000,Otomatik,Dizel,Sedan,2993,306,4WD (Sürekli),7.0,82,Belirtilmemiş,Takasa Uygun Değil,Galeriden
525500,HATAY ,21283127,2022-11-02,BMW,3 Serisi,320d Premium,2010,278000,Otomatik,Dizel,Sedan,1995,177,Arkadan İtiş,4.8,60,Belirtilmemiş,Takasa Uygun,Galeriden
1399000,İSTANBUL ,20904845,2022-11-02,BMW,5 Serisi,520i Luxury Line,2017,119000,Otomatik,Benzin,Sedan,1597,170,Arkadan İtiş,6.5,68,2 boyalı,Takasa Uygun,Galeriden
816000,İZMİR ,20491917,2022-11-02,BMW,3 Serisi,318i Premium Line,2017,107073,Otomatik,Benzin,Sedan,1499,136,Arkadan İtiş,5.0,60,4 boyalı,Takasa Uygun,Galeriden
849000,İZMİR ,20491908,2022-11-02,BMW,3 Serisi,318i Premium Line,2017,99328,Otomatik,Benzin,Sedan,1499,136,Arkadan İtiş,5.0,60,Tamamı orjinal,Takasa Uygun,Galeriden
325000,ANKARA ,20692833,2022-11-02,BMW,3 Serisi,316i Standart,2007,235000,Düz,Benzin,Sedan,1596,115,Arkadan İtiş,7.7,60,1 değişen,Takasa Uygun,Sahibinden
430000,BİNGÖL ,21176318,2022-11-02,BMW,3 Serisi,318i Standart,2007,265000,Otomatik,LPG & Benzin,Sedan,1995,129,Arkadan İtiş,7.9,60,"2 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden
1665000,ANKARA ,20517122,2022-11-02,BMW,5 Serisi,520i M Sport,2017,148000,Otomatik,Benzin,Sedan,1597,170,Arkadan İtiş,6.5,68,Tamamı orjinal,Takasa Uygun Değil,Galeriden
835000,GAZİANTEP ,21282620,2022-11-02,BMW,3 Serisi,320d Standart,2013,280000,Otomatik,Dizel,Sedan,1995,184,Arkadan İtiş,4.4,57,Belirtilmemiş,Takasa Uygun Değil,Galeriden
315000,HATAY ,20887578,2022-11-02,BMW,3 Serisi,316i Premium,2008,274000,Düz,LPG & Benzin,Sedan,1597,122,Arkadan İtiş,7.7,60,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
1375000,İSTANBUL ,20907021,2022-11-02,BMW,4 Serisi,428i xDrive M Sport,2014,126446,Otomatik,Benzin,Coupe,1997,245,4WD (Sürekli),6.8,60,3 boyalı,Takasa Uygun Değil,Galeriden
1375000,UŞAK ,21281640,2022-11-01,BMW,5 Serisi,525d xDrive Premium,2015,160000,Otomatik,Dizel,Sedan,1995,218,4WD (Sürekli),5.1,70,Belirtilmemiş,Takasa Uygun Değil,Galeriden
975000,BURSA ,21281229,2022-11-01,BMW,2 Serisi,218i Gran Coupe Luxury Line,2021,56000,Otomatik,Benzin,Coupe,1499,140,Önden Çekiş,6.3,42,Belirtilmemiş,Takasa Uygun Değil,Galeriden
