Price,Location,id,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Motor Hacmi,Motor Gücü,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Düz,Otomatik,Yarı Otomatik,Benzin,Dizel,Hibrit,LPG & Benzin,Coupe,Hatchback/3,Hatchback/5,MPV,Sedan,Station wagon,Arkadan İtiş,Önden Çekiş,-,Takasa Uygun,Takasa Uygun Değil,Galeriden,Sahibinden,Yetkili Bayiden
148000,İSTANBUL ,20634931,28 Temmuz 2022,Hyundai,Accent Era,1.5 CRDi-VGT Team,2009,432500,1493,110,4.6,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
449750,SAMSUN ,20400414,28 Temmuz 2022,Hyundai,i20,1.4 MPI Jump,2021,11000,1368,100,6.1,40,Belirtilmemiş,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
295000,ISPARTA ,20629572,27 Temmuz 2022,Hyundai,Accent Blue,1.6 CRDI Mode,2013,258000,1582,128,4.4,43,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
185000,İSTANBUL ,20629451,27 Temmuz 2022,Hyundai,Accent Era,1.5 CRDi-VGT Team,2011,300000,1493,110,4.6,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
515000,GAZİANTEP ,20411583,27 Temmuz 2022,Hyundai,i20,1.0 T-GDI Style Plus,2020,19000,998,100,5.2,40,Belirtilmemiş,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
235500,TEKİRDAĞ ,20627280,27 Temmuz 2022,Hyundai,i30,1.4 CVVT Team,2010,173000,1396,109,6.1,53,7 boyalı,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
283999,İSTANBUL ,20625430,27 Temmuz 2022,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2016,155000,1582,136,4.6,43,"3 değişen, 4 boyalı",0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
230000,ARTVİN ,20624199,27 Temmuz 2022,Hyundai,Accent Era,1.5 CRDi-VGT Team,2010,183750,1493,110,4.6,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
410000,ANKARA ,20622005,27 Temmuz 2022,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2018,91000,1582,136,4.5,43,Tamamı orjinal,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
245000,HATAY ,20617819,26 Temmuz 2022,Hyundai,i20,1.4 CRDi Jump,2012,224000,1396,90,4.3,45,1 boyalı,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
185000,SİNOP ,20616864,26 Temmuz 2022,Hyundai,Getz,1.5 CRDi VGT,2007,162000,1493,110,4.5,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
460000,KAHRAMANMARAŞ ,20614028,26 Temmuz 2022,Hyundai,i20,1.4 MPI Elite Smart,2016,75000,1368,100,6.4,50,"1 değişen, 1 boyalı",0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
610000,DENİZLİ ,20609281,26 Temmuz 2022,Hyundai,Elantra,1.6 MPI Style Comfort,2021,22000,1598,123,6.2,47,Belirtilmemiş,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
286000,KAHRAMANMARAŞ ,20186193,25 Temmuz 2022,Hyundai,Accent Era,1.4 Team,2011,151000,1399,97,7.6,45,Belirtilmemiş,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
463500,ORDU ,20603799,24 Temmuz 2022,Hyundai,i30,1.6 CRDi Elite,2012,89700,1582,128,5.5,53,Belirtilmemiş,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
247000,İSTANBUL ,20565453,23 Temmuz 2022,Hyundai,Sonata,2.0 CRDi Select,2008,276000,1991,150,7.0,70,Belirtilmemiş,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
166500,ÇANAKKALE ,20386231,17 Temmuz 2022,Hyundai,Getz,1.3 GLS,2004,175000,1341,82,6.2,45,Tamamı orjinal,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
160000,SAKARYA ,20543812,16 Temmuz 2022,Hyundai,Matrix,1.5 CRDi Start,2010,276070,1493,110,5.3,55,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
380000,SAKARYA ,20525638,13 Temmuz 2022,Hyundai,i20,1.4 CRDi Style,2017,196147,1396,90,4.1,45,Tamamı orjinal,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
130000,BARTIN ,20507573,08 Temmuz 2022,Hyundai,Accent,1.3 Admire,2005,302000,1341,86,6.7,45,"1 değişen, 6 boyalı",1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
252000,KONYA ,20527752,27 Temmuz 2022,Hyundai,Accent Era,1.5 CRDi Select,2011,140000,1493,110,4.6,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
252000,KOCAELİ ,20606129,27 Temmuz 2022,Hyundai,i20,1.2 D-CVVT Jump,2014,156000,1248,85,4.9,45,Tamamı orjinal,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
365000,İSTANBUL ,20595767,26 Temmuz 2022,Hyundai,Elantra,1.6 D-CVVT Prime Plus,2011,110000,1591,132,7.0,48,Belirtilmemiş,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
114000,İSTANBUL ,20595724,23 Temmuz 2022,Hyundai,Accent,1.6 Admire,2004,237000,1599,112,8.0,45,Tamamı orjinal,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
222000,YOZGAT ,20555575,18 Temmuz 2022,Hyundai,Accent Era,1.5 CRDi-VGT Team,2010,190000,1493,110,4.6,45,1 değişen,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
420000,ANKARA ,20643262,29 Temmuz 2022,Hyundai,i20,1.4 MPI Elite,2017,52000,1368,100,6.4,50,"4 değişen, 1 boyalı",0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
262000,ADIYAMAN ,20641720,29 Temmuz 2022,Hyundai,Accent Era,1.4 Team,2008,165000,1399,97,6.5,45,3 boyalı,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
387500,İZMİR ,20642847,29 Temmuz 2022,Hyundai,i20,1.4 CRDi Style,2017,81000,1396,90,4.1,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
225000,BALIKESİR ,20642543,29 Temmuz 2022,Hyundai,Getz,1.4 DOHC Start,2010,143000,1399,97,6.0,45,Tamamı orjinal,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
295000,HATAY ,20642406,29 Temmuz 2022,Hyundai,i20,1.2 MPI Jump,2016,154000,1248,84,5.1,50,1 boyalı,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
344000,ANKARA ,20643269,29 Temmuz 2022,Hyundai,i20,1.2 MPI Style,2017,73500,1248,84,5.1,50,Belirtilmemiş,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
385000,,20390559,29 Temmuz 2022,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2015,47000,1582,136,4.5,43,1 değişen,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
190000,İSTANBUL ,20642306,29 Temmuz 2022,Hyundai,Accent Era,1.4 Start,2009,199000,1399,97,6.5,45,1 değişen,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
204500,İSTANBUL ,20642960,29 Temmuz 2022,Hyundai,Getz,1.5 CRDi VGT Start,2011,162000,1493,88,4.5,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
265000,GAZİANTEP ,20642421,29 Temmuz 2022,Hyundai,i20,1.4 CRDi Jump,2014,125650,1396,90,4.3,45,5 boyalı,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
177750,ANKARA ,20625176,29 Temmuz 2022,Hyundai,Atos,1.1 GLS,2006,153000,1086,63,6.1,53,Belirtilmemiş,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
332750,İSTANBUL ,20642792,29 Temmuz 2022,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2017,128000,1582,136,4.6,43,Tamamı orjinal,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
227500,BALIKESİR ,20137747,29 Temmuz 2022,Hyundai,i20 Troy,1.4 CRDi Mode,2012,162000,1396,90,4.2,45,1 boyalı,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
389000,ANTALYA ,20642654,29 Temmuz 2022,Hyundai,i20,1.4 MPI Elite Smart,2015,57000,1368,100,6.4,50,"1 değişen, 2 boyalı",0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
382000,İSTANBUL ,20642785,29 Temmuz 2022,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2016,131000,1582,136,4.6,43,Belirtilmemiş,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
288500,İSTANBUL ,20588589,29 Temmuz 2022,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2013,209000,1582,128,5.6,43,Belirtilmemiş,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
375000,İSTANBUL ,20642197,29 Temmuz 2022,Hyundai,Accent Blue,1.4 D-CVVT Mode Plus,2015,105000,1368,100,5.9,43,Belirtilmemiş,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
290000,İZMİR ,20641969,29 Temmuz 2022,Hyundai,i20,1.4 CRDi Sense,2012,113000,1396,90,4.3,45,4 boyalı,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
155750,İZMİR ,20642728,29 Temmuz 2022,Hyundai,Getz,1.5 CRDi Active,2006,245000,1493,88,4.5,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
395000,ANKARA ,20638636,29 Temmuz 2022,Hyundai,Elantra,1.6 D-CVVT Tune,2013,113000,1591,132,7.0,48,Tamamı orjinal,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
192000,GAZİANTEP ,20526744,29 Temmuz 2022,Hyundai,Accent Era,1.5 CRDi-VGT Team,2010,190000,1493,110,4.6,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
445000,ADANA ,20637754,29 Temmuz 2022,Hyundai,i20,1.4 MPI Style,2017,60500,1368,100,6.4,50,Tamamı orjinal,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
290000,ŞANLIURFA ,20642282,29 Temmuz 2022,Hyundai,i30,1.6 CRDi Mode,2010,187000,1582,115,4.7,53,Belirtilmemiş,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
452000,SAMSUN ,20638776,29 Temmuz 2022,Hyundai,i20,1.4 MPI Style,2017,62000,1368,100,6.4,50,2 değişen,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
210000,KAYSERİ ,20638942,29 Temmuz 2022,Hyundai,Accent,1.6 Admire,2004,155000,1599,112,8.0,45,5 boyalı,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
316500,İSTANBUL ,19148484,29 Temmuz 2022,Hyundai,i20,1.4 CVVT Jump,2014,117000,1396,100,6.0,45,"1 değişen, 4 boyalı",0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
318000,SAMSUN ,20638714,29 Temmuz 2022,Hyundai,i20,1.4 CVVT Team,2010,125000,1397,100,6.2,45,Belirtilmemiş,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
275000,ANKARA ,20018072,29 Temmuz 2022,Hyundai,Getz,1.4 DOHC AB AC,2010,153000,1399,97,6.7,45,Belirtilmemiş,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
185000,TRABZON ,20641744,29 Temmuz 2022,Hyundai,Accent Era,1.5 CRDi-VGT Team,2008,380000,1493,110,4.6,45,"3 değişen, 9 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
210000,İSTANBUL ,20638129,29 Temmuz 2022,Hyundai,i20,1.2 MPI Jump,2014,217800,1248,84,5.1,50,5 boyalı,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
127000,ELAZIĞ ,20641955,29 Temmuz 2022,Hyundai,Accent,1.3 Admire,2004,225000,1341,86,6.7,45,Belirtilmemiş,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
173000,ANKARA ,20641321,29 Temmuz 2022,Hyundai,Getz,1.5 VGT HY KLM,2005,227000,1493,110,4.5,45,Tamamı orjinal,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
417000,ANKARA ,20548355,29 Temmuz 2022,Hyundai,i20,1.4 MPI Style,2016,87000,1368,100,6.4,50,1 boyalı,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
240000,ADIYAMAN ,20639436,29 Temmuz 2022,Hyundai,Accent Era,1.4 Team,2010,156000,1399,97,6.5,45,"1 değişen, 4 boyalı",1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
390000,ÇANAKKALE ,20638106,29 Temmuz 2022,Hyundai,i20,1.2 MPI Style,2017,87300,1248,84,5.1,50,Belirtilmemiş,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
285000,KIRKLARELİ ,20641513,29 Temmuz 2022,Hyundai,Getz,1.4 DOHC HY KLM,2009,85000,1399,97,6.7,45,1 boyalı,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
380000,MALATYA ,20209462,29 Temmuz 2022,Hyundai,i20,1.4 CVVT Go,2014,25000,1396,100,6.0,45,Tamamı orjinal,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
237500,KAHRAMANMARAŞ ,20641660,29 Temmuz 2022,Hyundai,Accent Era,1.4 Team,2008,198500,1399,97,6.5,45,Belirtilmemiş,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
192000,TOKAT ,20641586,29 Temmuz 2022,Hyundai,Accent,1.6 Admire,2005,137000,1599,112,8.0,45,"3 değişen, 2 boyalı",1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
390000,İZMİR ,20640115,29 Temmuz 2022,Hyundai,i20,1.4 CRDi Jump,2018,99700,1396,90,3.9,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
317500,İSTANBUL ,20594915,29 Temmuz 2022,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2017,200000,1582,136,4.5,43,4 boyalı,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
236500,İZMİR ,20422088,29 Temmuz 2022,Hyundai,i20 Troy,1.2 DOHC Mode,2011,129000,1248,78,5.1,45,Belirtilmemiş,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
240000,İSTANBUL ,20637414,29 Temmuz 2022,Hyundai,Accent Era,1.5 CRDi Team,2010,140000,1493,110,4.6,45,2 boyalı,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
153500,KAYSERİ ,20639758,29 Temmuz 2022,Hyundai,Accent,1.5 GLS,2000,257000,1495,92,6.7,45,Belirtilmemiş,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
250000,KAYSERİ ,20640336,29 Temmuz 2022,Hyundai,i20 Troy,1.2 DOHC Mode,2012,137000,1248,78,5.1,45,Belirtilmemiş,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
200000,DÜZCE ,20641348,29 Temmuz 2022,Hyundai,i20,1.4 CRDi Jump,2013,207000,1396,90,4.3,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
310000,DİYARBAKIR ,20637971,29 Temmuz 2022,Hyundai,i20,1.4 CRDi Jump,2016,122000,1396,90,3.9,45,3 boyalı,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
197000,TOKAT ,20638466,29 Temmuz 2022,Hyundai,Accent,1.3 Admire,2004,130000,1341,86,6.7,45,Tamamı orjinal,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
190000,ŞIRNAK ,20638438,29 Temmuz 2022,Hyundai,Getz,1.5 CRDi VGT Start,2010,244000,1493,88,4.5,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
180000,İSTANBUL ,20599124,29 Temmuz 2022,Hyundai,Getz,1.3 GLS,2004,213000,1341,82,6.2,45,2 değişen,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
239000,OSMANİYE ,20641437,29 Temmuz 2022,Hyundai,Accent Era,1.4 Team,2010,180000,1399,97,6.5,45,3 boyalı,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
155000,ANTALYA ,20641178,29 Temmuz 2022,Hyundai,Accent,1.6 Admire,2006,183000,1599,112,8.0,45,"2 değişen, 2 boyalı",1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
253750,BALIKESİR ,20638223,29 Temmuz 2022,Hyundai,i30,1.6 CRDi Mode,2009,198000,1582,115,4.7,53,Belirtilmemiş,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
205000,ANTALYA ,20640243,29 Temmuz 2022,Hyundai,Accent,1.3 Admire,2004,124000,1341,86,6.7,45,"1 değişen, 2 boyalı",1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
165500,ADANA ,20639584,29 Temmuz 2022,Hyundai,Getz,1.4 DOHC AB AC,2006,293400,1399,97,6.0,45,"1 değişen, 4 boyalı",1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
207000,ANKARA ,20643457,29 Temmuz 2022,Hyundai,i30,1.6 CRDi Elite,2017,75000,1582,136,4.1,50,Belirtilmemiş,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
265000,ANTALYA ,20640114,29 Temmuz 2022,Hyundai,Accent Era,1.4 Team,2010,146385,1399,97,6.5,45,"2 değişen, 2 boyalı",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
360000,ŞIRNAK ,20642286,29 Temmuz 2022,Hyundai,i30,1.6 GDi Style,2013,109000,1591,135,5.7,53,1 boyalı,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
185000,KIRŞEHİR ,20637973,29 Temmuz 2022,Hyundai,Getz,1.3 GLS,2005,187000,1341,82,6.2,45,Belirtilmemiş,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
280000,ANKARA ,20638123,29 Temmuz 2022,Hyundai,i10,1.1 Select,2010,50150,1086,66,5.9,35,3 boyalı,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
432000,ŞANLIURFA ,20643371,29 Temmuz 2022,Hyundai,i20,1.4 MPI Style,2016,56000,1368,100,6.4,50,Belirtilmemiş,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
168000,İSTANBUL ,20640418,29 Temmuz 2022,Hyundai,Getz,1.5 CRDi VGT,2007,192500,1493,88,4.5,45,"2 değişen, 5 boyalı",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
180000,ANKARA ,20640800,29 Temmuz 2022,Hyundai,Accent Era,1.5 CRDi-VGT Select,2006,231000,1493,110,4.6,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
79000,İSTANBUL ,20641311,29 Temmuz 2022,Hyundai,Accent,1.3 LS,1997,423000,1341,75,7.4,45,Belirtilmemiş,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
232000,ADANA ,20638467,29 Temmuz 2022,Hyundai,Accent Era,1.4 Team,2010,215000,1399,97,6.5,45,5 boyalı,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
230000,BURSA ,20638986,29 Temmuz 2022,Hyundai,i20,1.2 D-CVVT Jump,2012,104000,1248,85,4.9,45,"1 değişen, 2 boyalı",1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
255000,SİİRT ,20643224,29 Temmuz 2022,Hyundai,i10,1.2 D-CVVT Elite,2014,175000,1248,87,5.9,40,Belirtilmemiş,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
283000,ANKARA ,20643027,29 Temmuz 2022,Hyundai,i30,1.6 CRDi Mode,2011,139900,1582,115,4.7,53,1 boyalı,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
151500,ADANA ,20642860,29 Temmuz 2022,Hyundai,Getz,1.5 CRDi GL Cool,2006,235000,1493,82,5.3,45,"1 değişen, 4 boyalı",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
140500,BURSA ,20640480,29 Temmuz 2022,Hyundai,Accent,1.3 LX,2000,148000,1341,86,6.1,45,"2 değişen, 3 boyalı",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
146000,SAKARYA ,20640066,29 Temmuz 2022,Hyundai,Accent,1.5 GLS,2001,288000,1495,102,6.9,45,3 değişen,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
172000,ANKARA ,20638066,29 Temmuz 2022,Hyundai,Elantra,1.6 GLS,2004,298000,1599,105,7.0,55,3 boyalı,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
255000,İSTANBUL ,20640245,29 Temmuz 2022,Hyundai,i20,1.4 CVVT Select,2009,178600,1397,100,6.2,45,"1 değişen, 3 boyalı",0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
207000,SAKARYA ,20639578,29 Temmuz 2022,Hyundai,Elantra,1.6 GLS,2004,219000,1599,107,7.4,55,"1 değişen, 11 boyalı",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
390000,ANKARA ,20643238,29 Temmuz 2022,Hyundai,Accent Blue,1.6 CRDI Prime,2014,138000,1582,128,5.6,43,"1 değişen, 1 boyalı",0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
205000,ANKARA ,20640386,29 Temmuz 2022,Hyundai,Accent Era,1.5 CRDi-VGT Select,2006,242000,1493,110,4.6,45,1 boyalı,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
260000,SAKARYA ,20639975,29 Temmuz 2022,Hyundai,Getz,1.5 CRDi VGT Start,2010,124600,1493,88,4.5,45,Tamamı orjinal,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
325000,İZMİR ,20639067,29 Temmuz 2022,Hyundai,i10,1.2 D-CVVT Elite,2013,77100,1248,87,5.9,40,1 değişen,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
137500,ADANA ,20638573,29 Temmuz 2022,Hyundai,Getz,1.5 CRDi GL Cool,2005,275000,1493,82,5.3,45,9 boyalı,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
210000,DİYARBAKIR ,20637807,29 Temmuz 2022,Hyundai,Getz,1.4 DOHC HY KLM,2007,210000,1399,97,6.0,45,"2 değişen, 4 boyalı",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
380000,KONYA ,20635109,29 Temmuz 2022,Hyundai,i20,1.2 MPI Style,2015,99250,1248,84,5.1,50,Tamamı orjinal,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
156000,ANKARA ,20642691,29 Temmuz 2022,Hyundai,Accent,1.3 Admire,2005,269000,1341,86,6.7,45,Belirtilmemiş,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
215000,SİVAS ,20525313,29 Temmuz 2022,Hyundai,Accent Era,1.5 CRDi Prime,2012,192000,1493,110,4.6,45,"1 değişen, 1 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
240000,BALIKESİR ,20642805,29 Temmuz 2022,Hyundai,Accent Era,1.5 CRDi-VGT Select,2010,210000,1493,110,4.6,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
255000,SİVAS ,20642575,29 Temmuz 2022,Hyundai,i20,1.4 CRDi Jump,2013,186000,1396,90,4.3,45,"1 değişen, 1 boyalı",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
331500,ORDU ,20642079,29 Temmuz 2022,Hyundai,i20,1.2 MPI Style,2014,159000,1248,84,5.1,50,Tamamı orjinal,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
365000,ANTALYA ,20642989,29 Temmuz 2022,Hyundai,i30,1.4 Blue Drive,2015,88200,1396,100,5.6,53,1 boyalı,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
345000,İSTANBUL ,20641856,29 Temmuz 2022,Hyundai,i20,1.2 MPI Style,2016,133000,1248,84,5.1,50,Tamamı orjinal,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
269000,HATAY ,20638651,29 Temmuz 2022,Hyundai,i20,1.2 D-CVVT Jump,2014,164000,1248,85,4.9,45,1 boyalı,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
85000,ANTALYA ,20642838,29 Temmuz 2022,Hyundai,Accent,1.5 GLS,1996,524000,1495,92,0.0,50,"2 değişen, 11 boyalı",1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
355000,MERSİN ,20643043,29 Temmuz 2022,Hyundai,i10,1.2 D-CVVT Elite,2015,19980,1248,87,5.9,40,Belirtilmemiş,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
163000,SİVAS ,20640479,29 Temmuz 2022,Hyundai,Getz,1.4 DOHC AB AC,2007,187000,1399,97,6.0,45,"2 değişen, 8 boyalı",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
