Price,Location,id,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Motor Hacmi,Motor Gücü,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Düz,Otomatik,Yarı Otomatik,Benzin,Dizel,Hibrit,LPG & Benzin,Coupe,Hatchback/3,Hatchback/5,MPV,Roadster,Sedan,Arkadan İtiş,Önden Çekiş,-,Takasa Uygun,Takasa Uygun Değil,Galeriden,Sahibinden,Yetkili Bayiden
855000,BURSA ,20618803,26 Temmuz 2022,Honda,Civic,1.5 i-VTEC Eco Executive Plus,2021,9000,1498,129,6.5,47,Tamamı orjinal,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
715000,HATAY ,20618676,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC ECO Elegance,2021,2500,1597,125,6.7,47,Tamamı orjinal,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
645000,İSTANBUL ,20618539,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC Elegance,2020,32000,1597,125,6.3,46,Belirtilmemiş,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
275000,ANKARA ,20618489,26 Temmuz 2022,Honda,Jazz,1.4 Joy,2009,167500,1339,100,5.4,42,Belirtilmemiş,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
205500,YOZGAT ,20618478,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC ES,2004,335000,1590,110,7.0,50,Belirtilmemiş,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
355000,İSTANBUL ,20150785,26 Temmuz 2022,Honda,Civic,1.4 Sport,2013,70000,1339,100,5.5,50,"1 değişen, 3 boyalı",1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
408000,ANKARA ,20181318,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC Elegance,2011,163000,1595,125,6.7,50,5 boyalı,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
216000,ANKARA ,20618095,26 Temmuz 2022,Honda,Jazz,1.4 LS Sport,2006,201000,1339,83,5.7,42,"3 değişen, 1 boyalı",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
224000,OSMANİYE ,20618020,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC ES,2002,212000,1590,110,7.0,50,9 boyalı,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
427000,İZMİR ,20617932,26 Temmuz 2022,Honda,Civic,1.6 Elegance,2010,151500,1595,125,7.1,50,Tamamı orjinal,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
190000,MANİSA ,20617896,26 Temmuz 2022,Honda,Civic,1.4 S,1999,245000,1396,90,6.8,45,Belirtilmemiş,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
229000,KAYSERİ ,20617647,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC LS,2004,285000,1590,110,6.5,50,"1 değişen, 11 boyalı",1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
325000,İZMİR ,20617812,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC Elegance,2008,177000,1595,125,7.1,50,Belirtilmemiş,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
210000,İSTANBUL ,20617738,26 Temmuz 2022,Honda,Civic,1.6 LS,2005,285600,1590,110,6.7,50,Belirtilmemiş,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
648000,KIRKLARELİ ,20147934,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC ECO Elegance,2018,79500,1597,125,6.7,47,Belirtilmemiş,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
699000,İZMİR ,20617841,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC Eco Executive,2020,73000,1597,125,6.3,46,Belirtilmemiş,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
156000,KOCAELİ ,20616840,26 Temmuz 2022,Honda,Civic,1.4 S,2001,292000,1396,90,8.6,55,Belirtilmemiş,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
275000,KÜTAHYA ,19830409,26 Temmuz 2022,Honda,City,1.4 Comfort,2007,145500,1339,83,5.6,42,6 boyalı,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
412000,BURSA ,20352140,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC Eco Premium,2014,163000,1598,125,6.7,50,5 boyalı,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
130000,BURDUR ,20188377,26 Temmuz 2022,Honda,Civic,1.6 i ES,1998,301000,1590,126,9.0,55,Tamamı boyalı,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
655000,KASTAMONU ,20186091,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC Eco Executive,2018,52000,1597,125,6.7,47,Belirtilmemiş,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
250000,İSTANBUL ,20617078,26 Temmuz 2022,Honda,Civic,1.6 LS,2005,112000,1590,110,7.2,50,Belirtilmemiş,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
650000,DÜZCE ,20616532,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC ECO Elegance,2017,61000,1597,125,6.7,47,Tamamı orjinal,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
359000,ERZİNCAN ,20616771,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC Elegance,2012,183000,1595,125,7.1,50,"4 değişen, 2 boyalı",0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
750000,ANKARA ,20616775,26 Temmuz 2022,Honda,Civic,1.5 i-VTEC RS,2017,26000,1498,182,6.0,46,Tamamı orjinal,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
77500,BALIKESİR ,20616761,26 Temmuz 2022,Honda,Civic,1.4 L,1990,385000,1396,90,0.0,50,3 değişen,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
275000,SAMSUN ,20616377,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC Dream,2007,242000,1595,125,6.7,50,"2 değişen, 10 boyalı",1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
765000,MALATYA ,20616265,26 Temmuz 2022,Honda,Civic,1.5 i-VTEC Elegance,2021,9000,1498,182,6.7,47,Tamamı orjinal,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
250000,HATAY ,20569301,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC Premium,2008,380000,1595,125,6.7,50,"1 değişen, 7 boyalı",1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
724000,GİRESUN ,20616157,26 Temmuz 2022,Honda,Civic,1.5 i-VTEC Executive Plus,2020,24000,1498,182,5.7,46,Belirtilmemiş,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
670000,BURSA ,20615847,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC ECO Elegance,2019,34000,1597,125,7.0,47,Belirtilmemiş,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
335000,KASTAMONU ,20306939,26 Temmuz 2022,Honda,Jazz,1.4 Fun,2011,102000,1339,100,5.4,42,Belirtilmemiş,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
295000,ANKARA ,20502702,26 Temmuz 2022,Honda,Jazz,1.4 Joy,2010,120500,1339,100,5.4,42,"1 değişen, 2 boyalı",0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
175000,SAMSUN ,20615643,26 Temmuz 2022,Honda,Civic,1.6 VTi,1993,272000,1595,160,0.0,45,Tamamı boyalı,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
673000,KAHRAMANMARAŞ ,20615648,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC Eco Executive,2018,47000,1597,125,6.7,47,Belirtilmemiş,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
280000,KONYA ,20612992,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC LS,2004,242000,1590,110,6.5,50,1 değişen,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
410000,İZMİR ,20611042,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC ECO Elegance,2012,123000,1595,125,6.7,50,3 boyalı,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
143000,MANİSA ,20613895,26 Temmuz 2022,Honda,Civic,1.4 S,2000,310000,1396,90,6.8,45,Belirtilmemiş,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
115000,SAKARYA ,20612868,26 Temmuz 2022,Honda,Civic,1.5 EX,1995,235000,1493,90,0.0,45,Belirtilmemiş,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
430000,KÜTAHYA ,20615402,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC Dream,2012,80000,1595,125,6.9,50,Tamamı orjinal,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
278000,ADANA ,20611813,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC Premium,2009,255000,1595,125,6.7,50,"2 değişen, 1 boyalı",1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
390000,GAZİANTEP ,20611954,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC Premium,2011,140000,1595,125,6.7,50,Belirtilmemiş,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
655000,İZMİR ,20438952,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC ECO Elegance,2021,25000,1597,125,6.7,47,"2 değişen, 2 boyalı",0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
289000,MUĞLA ,20612185,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC Elegance,2007,183000,1595,125,6.7,50,"4 değişen, 7 boyalı",1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
649500,ADANA ,20615135,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC Executive,2017,23185,1597,125,6.7,47,Tamamı orjinal,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
261000,ANKARA ,20614955,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC ES,2005,267000,1590,110,7.0,50,Belirtilmemiş,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
336000,ANKARA ,20611614,26 Temmuz 2022,Honda,Jazz,1.4 Fun,2011,135000,1339,100,5.4,42,"1 değişen, 1 boyalı",0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
630000,ANKARA ,20615270,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC ECO Elegance,2018,77000,1597,125,6.7,47,Tamamı orjinal,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
410000,KAHRAMANMARAŞ ,20614557,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC ECO Elegance,2016,205000,1598,125,6.7,50,2 boyalı,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
200000,SAMSUN ,20611318,26 Temmuz 2022,Honda,Civic,1.6 LS,2002,223500,1590,110,6.7,50,"2 değişen, 10 boyalı",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
189000,AFYONKARAHİSAR ,20615248,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC ES,2002,312000,1590,110,7.0,50,"5 değişen, 6 boyalı",0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
155000,KAYSERİ ,20613528,26 Temmuz 2022,Honda,Civic,1.4 S,1997,305000,1396,90,6.8,45,Belirtilmemiş,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
235000,BATMAN ,20611036,26 Temmuz 2022,Honda,Accord,2.0 ES,2005,363000,1997,147,9.2,65,Belirtilmemiş,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
685000,BİNGÖL ,20612118,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC ECO Elegance,2021,20000,1597,125,6.7,47,Tamamı orjinal,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
245000,ÇORUM ,20614326,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC ES,2003,233000,1590,110,6.5,50,"1 değişen, 5 boyalı",1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
360000,KONYA ,20612603,26 Temmuz 2022,Honda,Accord,2.0 Executive,2009,280000,1998,155,8.4,65,4 boyalı,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
675000,İSTANBUL ,20615103,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC Eco Executive,2018,68000,1597,125,6.7,47,Belirtilmemiş,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
279000,KIRŞEHİR ,20613390,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC LS,2006,151000,1590,110,7.0,50,2 değişen,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
351000,İSTANBUL ,20611774,26 Temmuz 2022,Honda,Jazz,1.4 Fun,2012,109800,1339,100,5.4,42,"1 değişen, 6 boyalı",0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
250000,MALATYA ,20613373,26 Temmuz 2022,Honda,Civic,1.6 i ES,2001,242000,1590,110,6.7,50,2 boyalı,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
310000,BURSA ,20613774,26 Temmuz 2022,Honda,Jazz,1.4 Fun,2011,129000,1339,100,5.5,42,4 boyalı,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
687000,ANKARA ,20613562,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC ECO Elegance,2020,4250,1597,125,6.7,47,Tamamı orjinal,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
165000,KAYSERİ ,20524949,26 Temmuz 2022,Honda,Civic,1.6 i ES,1999,295000,1590,126,9.0,55,"1 değişen, 9 boyalı",0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
274000,MALATYA ,20614255,26 Temmuz 2022,Honda,Jazz,1.4 Joy,2011,147500,1339,100,5.4,42,Tamamı orjinal,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
240000,KOCAELİ ,20612867,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC LS,2004,177000,1590,110,6.5,50,Belirtilmemiş,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
305000,MANİSA ,20612734,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC Elegance,2007,188000,1595,125,7.1,50,"2 değişen, 10 boyalı",0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
275000,MALATYA ,20611702,26 Temmuz 2022,Honda,Civic,1.6 Dream,2009,186000,1595,125,6.7,50,"1 değişen, 4 boyalı",1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
710000,KOCAELİ ,20614188,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC Eco Executive,2020,45000,1597,125,6.3,46,Belirtilmemiş,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
250000,İSTANBUL ,20613062,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC LS,2005,113000,1590,110,6.5,50,"1 değişen, 5 boyalı",1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
269999,ANKARA ,20606413,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC Dream,2007,235000,1595,125,6.9,50,1 değişen,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
179500,İZMİR ,20614263,26 Temmuz 2022,Honda,Civic,1.4 S,1998,240000,1396,90,6.8,45,Belirtilmemiş,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
389000,ANKARA ,20614116,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC Elegance,2011,207000,1595,125,7.1,50,4 boyalı,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
105000,ANKARA ,20614859,26 Temmuz 2022,Honda,Accord,2.0 EX,1994,360000,1997,133,0.0,65,Belirtilmemiş,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
255000,GAZİANTEP ,20612570,26 Temmuz 2022,Honda,Civic,1.6 Dream,2008,295000,1595,125,6.7,50,1 boyalı,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
170000,MERSİN ,20611566,26 Temmuz 2022,Honda,Jazz,1.4 ES,2003,290000,1339,83,5.8,42,Belirtilmemiş,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
378000,İSTANBUL ,20611723,26 Temmuz 2022,Honda,Accord,2.0 Executive,2009,272000,1998,156,7.3,65,5 boyalı,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
330000,KONYA ,20001111,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC Premium,2011,272000,1595,125,6.7,50,"1 değişen, 6 boyalı",0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
712000,KIRIKKALE ,20614547,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC ECO Elegance,2021,9000,1597,125,6.7,47,Belirtilmemiş,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
686000,BOLU ,20452956,26 Temmuz 2022,Honda,Civic,1.6 i-VTEC ECO Elegance,2021,13500,1597,125,6.7,47,Tamamı orjinal,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
210000,HATAY ,19891627,25 Temmuz 2022,Honda,Civic,1.6 i-VTEC ES,2003,188453,1590,110,6.5,50,"1 değişen, 6 boyalı",1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
532500,ANKARA ,19857731,25 Temmuz 2022,Honda,Civic,1.6 i-VTEC Black Edition,2016,107000,1598,125,6.7,50,Belirtilmemiş,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
410000,ANKARA ,20177152,25 Temmuz 2022,Honda,Civic,1.6 i-VTEC Elegance,2011,219000,1595,125,7.1,50,8 boyalı,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
195000,MUŞ ,20174394,25 Temmuz 2022,Honda,Civic,1.6 i-VTEC LS,2005,255000,1590,110,7.0,50,Belirtilmemiş,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
292000,BALIKESİR ,20611092,25 Temmuz 2022,Honda,Civic,1.6 i-VTEC ES,2002,117845,1590,110,7.0,50,Belirtilmemiş,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
617000,ÇANAKKALE ,19973761,25 Temmuz 2022,Honda,Civic,1.6 i-VTEC ECO Elegance,2018,87000,1597,125,6.7,47,Tamamı orjinal,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
355000,KONYA ,20610733,25 Temmuz 2022,Honda,Accord,2.0 Executive,2009,217500,1998,156,7.3,65,"1 değişen, 3 boyalı",0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
293000,İSTANBUL ,20610529,25 Temmuz 2022,Honda,Jazz,1.4 Fun,2009,90000,1339,100,5.5,42,Belirtilmemiş,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
285000,ANKARA ,20610626,25 Temmuz 2022,Honda,Jazz,1.4 ES Elite,2007,216000,1339,83,5.9,42,Belirtilmemiş,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
375000,İSTANBUL ,20610676,25 Temmuz 2022,Honda,Civic,1.6 i-VTEC Elegance,2009,173000,1595,125,7.1,50,"2 değişen, 3 boyalı",0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
699000,BURDUR ,20610565,25 Temmuz 2022,Honda,Civic,1.6 i-VTEC ECO Elegance,2021,11000,1597,125,6.7,47,Tamamı orjinal,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
355000,TRABZON ,19796863,25 Temmuz 2022,Honda,Civic,1.6 i-DTEC Sport,2013,295000,1597,120,3.7,50,"1 değişen, 2 boyalı",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
435000,NEVŞEHİR ,20610201,25 Temmuz 2022,Honda,Civic,1.6 i-VTEC ECO Elegance,2013,123000,1595,125,6.7,50,Belirtilmemiş,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
448500,ORDU ,20610116,25 Temmuz 2022,Honda,Civic,1.6 i-VTEC ECO Elegance,2012,149000,1595,125,6.7,50,Tamamı orjinal,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
785000,İSTANBUL ,20609840,25 Temmuz 2022,Honda,Civic,1.5 i-VTEC Sport Plus,2021,13000,1498,182,6.0,46,Tamamı orjinal,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
325000,ADIYAMAN ,20610018,25 Temmuz 2022,Honda,Civic,1.6 i-VTEC Premium,2011,210000,1595,125,6.7,50,Belirtilmemiş,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
245000,SİVAS ,20609884,25 Temmuz 2022,Honda,City,1.4 Elite,2007,131000,1339,83,5.8,42,"1 değişen, 6 boyalı",1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
305500,ANTALYA ,20609695,25 Temmuz 2022,Honda,Civic,1.6 i-VTEC Elegance,2008,208000,1595,125,7.1,50,Belirtilmemiş,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
374000,OSMANİYE ,20403221,25 Temmuz 2022,Honda,Civic,1.6 i-VTEC Elegance,2011,154000,1595,125,6.7,50,Belirtilmemiş,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
645000,BİLECİK ,20609775,25 Temmuz 2022,Honda,Civic,1.6 i-VTEC Elegance,2021,23000,1597,125,6.3,46,Tamamı orjinal,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
435000,MUĞLA ,20172514,25 Temmuz 2022,Honda,Civic,1.6 i-VTEC ECO Elegance,2014,171000,1595,125,6.7,50,1 boyalı,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
350000,ANKARA ,20609296,25 Temmuz 2022,Honda,Civic,1.6 i-VTEC ES,2004,124000,1590,110,7.0,50,Belirtilmemiş,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
569000,ANKARA ,20426633,25 Temmuz 2022,Honda,Civic,1.6 i-VTEC ECO Elegance,2017,179000,1597,125,6.7,47,Belirtilmemiş,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
398000,KONYA ,20608576,25 Temmuz 2022,Honda,Civic,1.6 i-VTEC Elegance,2010,151000,1595,125,7.1,50,Belirtilmemiş,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
523900,ADANA ,20608759,25 Temmuz 2022,Honda,Civic,1.6 i-VTEC ECO Elegance,2015,64218,1598,125,6.7,50,Tamamı orjinal,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
250000,İZMİR ,20608373,25 Temmuz 2022,Honda,Civic,1.8 Sport,2008,220000,1799,140,6.8,50,11 boyalı,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
235000,ADANA ,20608341,25 Temmuz 2022,Honda,Civic,1.6 i-VTEC LS,2002,298000,1590,110,6.5,50,5 boyalı,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
285000,BURSA ,20608295,25 Temmuz 2022,Honda,Civic,1.6 i-VTEC Premium,2008,214000,1595,125,6.7,50,"2 değişen, 3 boyalı",1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
182500,ESKİŞEHİR ,20505607,25 Temmuz 2022,Honda,Jazz,1.4 LS,2005,310000,1339,83,5.8,42,9 boyalı,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
235000,ANTALYA ,20608502,25 Temmuz 2022,Honda,Civic,1.6 i ES,2001,295000,1590,110,6.7,50,Belirtilmemiş,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
629000,İSTANBUL ,20608145,25 Temmuz 2022,Honda,Civic,1.5 i-VTEC Sport,2017,75000,1498,182,6.1,46,"1 değişen, 1 boyalı",0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
380000,SAKARYA ,20396090,25 Temmuz 2022,Honda,Civic,1.6 i-VTEC ECO Elegance,2012,178000,1595,125,6.7,50,"1 değişen, 3 boyalı",1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
495000,İSTANBUL ,20607881,25 Temmuz 2022,Honda,Accord,2.0 Executive,2011,145000,1998,156,7.3,65,"2 değişen, 3 boyalı",0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
735000,ANTALYA ,20607656,25 Temmuz 2022,Honda,Civic,1.6 i-VTEC ECO Elegance,2021,9500,1597,125,6.7,47,Tamamı orjinal,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
342500,İSTANBUL ,20607300,25 Temmuz 2022,Honda,Civic,1.6 i-VTEC Elegance,2011,165950,1595,125,7.1,50,"2 değişen, 3 boyalı",0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
506500,ANKARA ,20068773,25 Temmuz 2022,Honda,Civic,1.6 i-VTEC ECO Elegance,2015,55000,1598,125,6.7,50,"1 değişen, 4 boyalı",0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
670000,TOKAT ,20607433,25 Temmuz 2022,Honda,Civic,1.6 i-VTEC Elegance,2018,69000,1597,125,6.7,47,Belirtilmemiş,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
222000,KOCAELİ ,20607387,25 Temmuz 2022,Honda,Jazz,1.4 LS,2006,195000,1339,83,5.8,42,Belirtilmemiş,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
110000,KARABÜK ,20607348,25 Temmuz 2022,Honda,Civic,1.6 Si,1993,282000,1590,125,0.0,45,"3 değişen, 8 boyalı",1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
