Price,Location,id,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Motor Hacmi,Motor Gücü,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Düz,Otomatik,Yarı Otomatik,Benzin,Dizel,LPG & Benzin,-,Coupe,Hatchback/3,Hatchback/5,MPV,Sedan,Station wagon,Arkadan İtiş,Önden Çekiş,Takasa Uygun,Takasa Uygun Değil,Galeriden,Sahibinden,Yetkili Bayiden
185000,EDİRNE ,20311544,28 Temmuz 2022,Ford,Fiesta,1.4 TDCi Comfort,2007,202000,1399,68,4.3,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
415750,NİĞDE ,20627645,28 Temmuz 2022,Ford,Focus,1.6 TDCi Trend X,2016,158000,1560,95,4.5,53,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
404750,NİĞDE ,20622065,28 Temmuz 2022,Ford,Focus,1.6 TDCi Trend X,2016,138000,1560,95,4.5,53,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
408000,HATAY ,20621872,28 Temmuz 2022,Ford,Focus,1.6 TDCi Trend X,2016,171000,1560,95,4.5,53,"1 değişen, 1 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
385000,İSTANBUL ,20636743,28 Temmuz 2022,Ford,Focus,1.6 TDCi Trend X,2017,262000,1560,95,4.5,55,Tamamı orjinal,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
350000,MERSİN ,20632400,28 Temmuz 2022,Ford,Focus,1.6 Ti-VCT Style,2012,207000,1596,125,6.0,55,Belirtilmemiş,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
142000,ANTALYA ,20620331,27 Temmuz 2022,Ford,Fiesta,1.4 TDCi Comfort,2005,259000,1399,68,4.3,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
762000,GAZİANTEP ,20623371,27 Temmuz 2022,Ford,Focus,1.5 TDCi Titanium,2020,44000,1500,120,4.3,47,Tamamı orjinal,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
165000,ADIYAMAN ,20623896,27 Temmuz 2022,Ford,Fiesta,1.4 TDCi Comfort,2007,276000,1399,68,4.3,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
225000,HATAY ,20619501,26 Temmuz 2022,Ford,Fiesta,1.4 TDCi My Fiesta,2011,144000,1398,70,4.2,45,"2 değişen, 3 boyalı",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
377000,İSTANBUL ,20618944,26 Temmuz 2022,Ford,Focus,1.6 Ti-VCT Style,2016,122000,1596,125,6.0,55,8 boyalı,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
292500,ESKİŞEHİR ,20304306,26 Temmuz 2022,Ford,Fiesta,1.5 TDCi Titanium X,2013,114000,1498,75,3.7,42,Belirtilmemiş,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
280000,SAKARYA ,20360700,26 Temmuz 2022,Ford,Fiesta,1.5 TDCi Trend X,2016,198221,1498,75,3.7,42,Tamamı orjinal,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
279000,GAZİANTEP ,20498414,26 Temmuz 2022,Ford,Fiesta,1.5 TDCi Trend X,2014,192000,1498,75,3.7,42,1 boyalı,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
329000,HATAY ,20614407,26 Temmuz 2022,Ford,Focus,1.6 TDCi Trend,2012,235000,1560,95,4.2,53,1 boyalı,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
420000,OSMANİYE ,20474564,25 Temmuz 2022,Ford,Focus,1.6 Ti-VCT Trend X,2015,98000,1596,125,6.0,55,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0
305000,BOLU ,20366136,25 Temmuz 2022,Ford,Fiesta,1.5 TDCi Trend X,2015,128000,1498,75,3.7,42,"2 değişen, 1 boyalı",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
282000,MERSİN ,20608631,25 Temmuz 2022,Ford,Fiesta,1.5 TDCi Trend,2013,185000,1498,75,3.7,42,Tamamı orjinal,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
310000,ADANA ,20600866,24 Temmuz 2022,Ford,Focus,1.6 TDCi Titanium,2011,180000,1560,110,4.5,55,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
317000,İSTANBUL ,20598241,24 Temmuz 2022,Ford,Focus,1.6 TDCi Trend X,2012,165000,1560,95,4.2,53,"1 değişen, 3 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
182500,DENİZLİ ,20348270,23 Temmuz 2022,Ford,Fiesta,1.4 Comfort,2004,135500,1388,80,6.4,45,Tamamı orjinal,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
239750,GAZİANTEP ,20588575,22 Temmuz 2022,Ford,C-Max,1.6 TDCi Titanium X,2009,212000,1560,110,4.9,55,12 boyalı,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
265000,HATAY ,19117807,19 Temmuz 2022,Ford,Focus,1.6 TDCi Collection,2011,144500,1560,110,4.8,55,"1 değişen, 5 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
385000,AYDIN ,20411726,19 Temmuz 2022,Ford,Fiesta,1.5 TDCi Titanium X,2017,128000,1498,75,3.7,42,Tamamı orjinal,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
435900,ADANA ,20564110,19 Temmuz 2022,Ford,Focus,1.5 TDCi Trend X,2016,197000,1499,120,4.2,55,Belirtilmemiş,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
465000,GAZİANTEP ,19601788,10 Temmuz 2022,Ford,Focus,1.6 TDCi Titanium,2015,79000,1560,115,4.2,55,1 değişen,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
228000,BURSA ,20507452,08 Temmuz 2022,Ford,Focus,1.6 TDCi Collection,2008,197500,1560,110,4.8,55,"1 değişen, 2 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
192000,ÇANAKKALE ,20331226,05 Temmuz 2022,Ford,Focus,1.6 Collection,2005,205000,1596,100,6.8,55,Tamamı orjinal,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0
328000,ŞANLIURFA ,20454115,29 Haziran 2022,Ford,Focus,1.6 TDCi Trend X,2013,245000,1560,95,4.2,53,3 boyalı,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
337000,EDİRNE ,19888605,27 Haziran 2022,Ford,B-Max,1.5 TDCi Titanium,2012,133000,1498,75,4.1,48,Tamamı orjinal,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
158800,OSMANİYE ,20426623,25 Haziran 2022,Ford,Fiesta,1.4 TDCi Comfort,2006,254000,1399,68,4.3,45,"1 değişen, 5 boyalı",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
412000,YOZGAT ,20413184,27 Temmuz 2022,Ford,Fiesta,1.6 Titanium,2015,79000,1596,105,5.9,42,Tamamı orjinal,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
481500,BATMAN ,20213067,27 Temmuz 2022,Ford,Focus,1.5 TDCi Trend X,2018,133000,1499,120,4.2,55,1 boyalı,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
535750,MUĞLA ,20440435,27 Temmuz 2022,Ford,Focus,1.5 TDCi Trend X,2018,113000,1499,120,4.2,55,Belirtilmemiş,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
265750,MUĞLA ,20440166,27 Temmuz 2022,Ford,Focus,1.6 Comfort,2011,129000,1596,100,6.7,55,"2 değişen, 2 boyalı",1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0
271500,BURDUR ,20459668,04 Temmuz 2022,Ford,Fiesta,1.4 TDCi Titanium,2011,161000,1398,70,4.2,45,4 boyalı,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
149000,ANKARA ,20528515,29 Temmuz 2022,Ford,Focus,1.6 Ambiente,2001,290000,1596,100,6.9,55,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0
200000,ANKARA ,20642533,29 Temmuz 2022,Ford,Focus,1.6 Ghia,2001,171500,1596,100,6.8,55,3 boyalı,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
634999,KOCAELİ ,20643341,29 Temmuz 2022,Ford,Mondeo,1.5 Titanium,2016,81375,1498,160,6.3,0,Belirtilmemiş,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
197000,IĞDIR ,20643003,29 Temmuz 2022,Ford,Focus,1.6 Collection,2004,252000,1596,100,6.8,55,4 boyalı,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
158000,GAZİANTEP ,20641605,29 Temmuz 2022,Ford,Fiesta,1.25 Flair,2000,143500,1242,75,7.4,40,3 boyalı,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
155000,ANKARA ,19842714,29 Temmuz 2022,Ford,Fiesta,1.4 Comfort,2004,178000,1388,80,6.4,45,2 boyalı,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
245500,SAKARYA ,20643158,29 Temmuz 2022,Ford,C-Max,1.6 TDCi Ghia,2006,250000,1560,110,4.9,55,5 boyalı,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
195000,ANKARA ,20642414,29 Temmuz 2022,Ford,Focus,1.6 Ghia,2000,263000,1596,100,6.9,55,"1 değişen, 11 boyalı",1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
150000,ADIYAMAN ,20637382,29 Temmuz 2022,Ford,C-Max,1.6 TDCi Trend,2004,239185,1560,110,4.9,55,11 boyalı,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
415000,ESKİŞEHİR ,20643019,29 Temmuz 2022,Ford,Focus,1.6 TDCi Trend X,2015,148000,1560,95,4.5,55,Belirtilmemiş,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
423500,ANKARA ,20642732,29 Temmuz 2022,Ford,Fiesta,1.6 Ti-VCT Trend X,2017,65000,1596,105,5.9,42,Tamamı orjinal,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
258500,ELAZIĞ ,20642722,29 Temmuz 2022,Ford,Focus,1.6 TDCi Style,2013,178000,1560,115,4.2,53,Belirtilmemiş,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
255000,İSTANBUL ,20642863,29 Temmuz 2022,Ford,Focus,1.6 TDCi Collection,2010,278000,1560,90,4.7,55,2 boyalı,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
358000,SAKARYA ,20586598,29 Temmuz 2022,Ford,Focus,1.6 TDCi Trend X,2013,178000,1560,95,4.2,53,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
403999,KOCAELİ ,20642839,29 Temmuz 2022,Ford,Fiesta,1.6 Ti-VCT Trend X,2016,70706,1596,105,5.9,42,Belirtilmemiş,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
475000,MANİSA ,20496102,29 Temmuz 2022,Ford,Focus,1.6 TDCi Trend X,2017,84000,1560,95,4.5,53,2 boyalı,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
186000,ANKARA ,20641315,29 Temmuz 2022,Ford,Fiesta,1.4 Comfort,2004,187000,1388,80,6.4,45,6 boyalı,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
109000,OSMANİYE ,20507791,29 Temmuz 2022,Ford,Fiesta,1.4 TDCi Comfort,2007,271000,1399,68,4.3,45,1 değişen,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
229000,OSMANİYE ,20507725,29 Temmuz 2022,Ford,Focus,1.6 TDCi Trend,2009,315000,1560,110,4.5,55,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
367500,KOCAELİ ,20642305,29 Temmuz 2022,Ford,Focus,1.6 Ti-VCT Style,2012,180910,1596,125,6.0,55,Belirtilmemiş,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0
89000,UŞAK ,20641998,29 Temmuz 2022,Ford,Escort,1.6 CLX,1999,355000,1597,90,0.0,55,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
285000,HATAY ,20639116,29 Temmuz 2022,Ford,Focus,1.6 TDCi Trend,2012,173000,1560,95,4.2,53,"1 değişen, 2 boyalı",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
224000,VAN ,20198621,29 Temmuz 2022,Ford,Focus,1.6 Ghia,2007,189000,1596,100,7.7,55,"1 değişen, 8 boyalı",0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
380000,DENİZLİ ,20641313,29 Temmuz 2022,Ford,Fiesta,1.4 Titanium,2012,144700,1388,96,6.5,42,1 boyalı,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
253000,ANKARA ,19848292,29 Temmuz 2022,Ford,Fiesta,1.4 TDCi Trend,2012,180003,1398,70,4.2,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
259500,İSTANBUL ,20642555,29 Temmuz 2022,Ford,Fiesta,1.4 TDCi Titanium,2010,196335,1398,70,4.2,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
196000,KASTAMONU ,20641628,29 Temmuz 2022,Ford,Focus,1.6 TDCi Ghia,2007,318000,1560,110,4.8,55,10 boyalı,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
340000,KIRIKKALE ,20640723,29 Temmuz 2022,Ford,Fiesta,1.4 Trend,2011,168000,1388,96,6.5,42,Belirtilmemiş,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
174000,ESKİŞEHİR ,20640370,29 Temmuz 2022,Ford,Fusion,1.4 TDCi Comfort,2004,190000,1399,68,4.4,45,"2 değişen, 3 boyalı",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
205000,YOZGAT ,20640083,29 Temmuz 2022,Ford,Focus,1.6 Collection,2004,191300,1596,100,6.8,55,"2 değişen, 4 boyalı",1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
158000,ADANA ,20638756,29 Temmuz 2022,Ford,Fiesta,1.4 TDCi Comfort,2005,292000,1399,68,4.3,45,Belirtilmemiş,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
295000,KOCAELİ ,20642084,29 Temmuz 2022,Ford,Fiesta,1.4 TDCi Titanium X,2012,150000,1398,70,4.2,45,1 değişen,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
380000,ANTALYA ,20641809,29 Temmuz 2022,Ford,Focus,1.6 TDCi Trend,2013,104000,1560,95,4.2,53,Tamamı orjinal,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
668000,İSTANBUL ,20484609,29 Temmuz 2022,Ford,C-Max,1.5 TDCi Titanium,2017,77900,1499,120,4.2,53,Tamamı orjinal,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
245000,DENİZLİ ,20637836,29 Temmuz 2022,Ford,Fiesta,1.4 TDCi Titanium,2009,196000,1398,70,4.2,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
99000,İZMİR ,18004618,29 Temmuz 2022,Ford,Fiesta,1.4 TDCi Comfort,2006,265000,1399,68,4.3,45,Belirtilmemiş,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
477750,DENİZLİ ,20642057,29 Temmuz 2022,Ford,Focus,1.5 TDCi Trend X,2018,115000,1500,120,4.3,47,Belirtilmemiş,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
192000,ADANA ,20639701,29 Temmuz 2022,Ford,Focus,1.6 Ghia,2002,252000,1596,100,7.8,55,Belirtilmemiş,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
128000,ANKARA ,20641656,29 Temmuz 2022,Ford,Fiesta,1.4 TDCi Comfort,2005,350000,1399,68,4.3,45,3 değişen,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
225000,ADANA ,20641583,29 Temmuz 2022,Ford,Focus,1.6 TDCi Trend,2009,184000,1560,110,4.5,55,"1 değişen, 4 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
190000,ADANA ,20640094,29 Temmuz 2022,Ford,Focus,1.8 TDCi Collection,2010,200000,1753,115,5.2,55,Belirtilmemiş,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
214000,HATAY ,20639373,29 Temmuz 2022,Ford,Fiesta,1.4 TDCi Trend,2014,173000,1398,70,4.2,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
275000,NİĞDE ,20638539,29 Temmuz 2022,Ford,Focus,1.6 TDCi Titanium,2009,203000,1560,110,4.5,55,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
426500,DİYARBAKIR ,20493321,29 Temmuz 2022,Ford,Focus,1.5 TDCi Trend X,2017,216000,1499,120,4.2,55,Tamamı orjinal,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
764999,KOCAELİ ,20641757,29 Temmuz 2022,Ford,Focus,1.5 Ti-VCT Titanium,2021,12490,1497,123,6.5,52,Belirtilmemiş,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
185000,DÜZCE ,20637845,29 Temmuz 2022,Ford,Fiesta,1.4 TDCi Comfort,2005,265000,1399,68,4.3,45,"1 değişen, 11 boyalı",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
197000,ANTALYA ,20637972,29 Temmuz 2022,Ford,Focus,1.6 Collection,2005,275000,1596,100,6.8,55,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
349300,BURSA ,20638276,29 Temmuz 2022,Ford,Focus,1.6 Ti-VCT Titanium,2012,186000,1596,125,6.0,55,3 boyalı,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
198000,KAYSERİ ,20638633,29 Temmuz 2022,Ford,Focus,1.6 TDCi Trend,2007,281500,1560,110,5.5,55,"1 değişen, 2 boyalı",0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
371500,MUŞ ,20638412,29 Temmuz 2022,Ford,Focus,1.6 TDCi Trend X,2015,200000,1560,95,4.5,53,"2 değişen, 2 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
630000,GAZİANTEP ,20532961,29 Temmuz 2022,Ford,C-Max,1.5 TDCi Titanium,2016,85000,1499,120,4.2,53,Tamamı orjinal,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
330000,IĞDIR ,20641725,29 Temmuz 2022,Ford,Focus,1.6 TDCi Titanium,2011,158000,1560,110,4.5,55,4 boyalı,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
180000,ANKARA ,20638352,29 Temmuz 2022,Ford,Focus,2.0 Ghia,2000,315000,1988,130,8.7,55,1 değişen,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
335000,ANTALYA ,20625237,29 Temmuz 2022,Ford,Focus,1.6 Ti-VCT Titanium,2013,140000,1596,125,6.0,55,Belirtilmemiş,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
320000,İZMİR ,20641592,29 Temmuz 2022,Ford,Fiesta,1.4 Titanium,2011,97000,1388,96,6.5,42,5 boyalı,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
169000,KONYA ,20639148,29 Temmuz 2022,Ford,Fiesta,1.4 TDCi Comfort,2007,220000,1399,68,4.3,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
270000,ANKARA ,20640346,29 Temmuz 2022,Ford,Focus,1.6 TDCi Trend,2009,225000,1560,110,4.5,55,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
320000,KIRIKKALE ,20640298,29 Temmuz 2022,Ford,Fiesta,1.4 Trend,2009,168000,1388,96,6.5,42,Belirtilmemiş,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
366000,ANKARA ,20639366,29 Temmuz 2022,Ford,Focus,1.6 TDCi Titanium,2012,193000,1560,115,4.2,53,1 boyalı,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
195000,ANKARA ,20640005,29 Temmuz 2022,Ford,Focus,1.6 Ghia,2000,238000,1596,100,6.9,55,Belirtilmemiş,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
283000,ANKARA ,20639279,29 Temmuz 2022,Ford,Focus,1.6 TDCi Trend X,2010,240000,1560,90,4.7,55,Tamamı orjinal,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
205000,AFYONKARAHİSAR ,20637713,29 Temmuz 2022,Ford,Focus,1.6 Ghia,2004,221358,1596,100,6.8,55,"3 değişen, 5 boyalı",1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
435000,İZMİR ,20639553,29 Temmuz 2022,Ford,C-Max,1.6 TDCi Titanium X,2014,158000,1560,115,4.6,53,Tamamı orjinal,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
320000,SAMSUN ,20639282,29 Temmuz 2022,Ford,Fiesta,1.25 Trend X,2017,35000,1242,82,5.2,42,2 boyalı,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
465000,ANTALYA ,20639696,29 Temmuz 2022,Ford,Focus,1.6 TDCi Titanium,2016,135500,1560,115,4.2,55,Tamamı orjinal,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
158000,KAYSERİ ,20637384,29 Temmuz 2022,Ford,Focus,1.6 TDCi Trend,2006,250000,1560,110,4.8,55,"4 değişen, 8 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
635000,AFYONKARAHİSAR ,20640960,29 Temmuz 2022,Ford,Focus,1.5 TDCi Trend X,2019,132000,1500,120,4.3,47,Tamamı orjinal,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
370000,ORDU ,20638797,29 Temmuz 2022,Ford,Mondeo,1.6 TDCi Titanium,2012,188000,1560,115,4.9,70,1 değişen,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
360000,ANKARA ,20643622,29 Temmuz 2022,Ford,Focus,1.6 TDCi Trend,2013,159000,1560,95,4.2,53,Tamamı orjinal,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
195000,ADANA ,20643582,29 Temmuz 2022,Ford,Fiesta,1.4 Comfort,2004,139000,1388,80,6.4,45,"1 değişen, 1 boyalı",1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
116500,GAZİANTEP ,20641573,29 Temmuz 2022,Ford,Fiesta,1.25 Flair,2001,278000,1242,75,7.4,40,"1 değişen, 12 boyalı",1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
380000,GAZİANTEP ,20643551,29 Temmuz 2022,Ford,Focus,1.6 TDCi Trend X,2015,240000,1560,95,4.5,53,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
159500,ADANA ,20637943,29 Temmuz 2022,Ford,Fiesta,1.4 Comfort,2008,299000,1388,80,6.2,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
305000,ANKARA ,20643221,29 Temmuz 2022,Ford,Fiesta,1.4 TDCi Titanium,2011,155000,1398,70,4.2,45,3 boyalı,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
205000,MUĞLA ,20640286,29 Temmuz 2022,Ford,Fiesta,1.4 TDCi Comfort,2008,150000,1399,68,4.3,45,"2 değişen, 5 boyalı",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
105500,AFYONKARAHİSAR ,20637844,29 Temmuz 2022,Ford,Escort,1.6 CLX,1998,140000,1597,90,0.0,55,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
240500,HATAY ,20641337,29 Temmuz 2022,Ford,Focus,1.6 TDCi Collection,2011,240855,1560,110,4.8,55,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
342000,AKSARAY ,20638163,29 Temmuz 2022,Ford,Fiesta,1.5 TDCi Trend,2014,107000,1498,75,3.7,42,Belirtilmemiş,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
280000,TEKİRDAĞ ,20637268,29 Temmuz 2022,Ford,Fiesta,1.25 Trend X,2015,86000,1242,82,5.2,42,1 değişen,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
230000,ERZURUM ,20639105,29 Temmuz 2022,Ford,C-Max,1.6 TDCi Trend,2006,280000,1560,110,4.9,55,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
285000,BALIKESİR ,20639053,29 Temmuz 2022,Ford,Focus,1.6 TDCi Trend X,2010,151000,1560,90,4.7,55,"2 değişen, 7 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
235750,KAYSERİ ,20638772,29 Temmuz 2022,Ford,Fiesta,1.4 TDCi Trend,2011,156000,1398,70,4.2,45,"3 değişen, 1 boyalı",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
288000,İSTANBUL ,20637768,29 Temmuz 2022,Ford,Fiesta,1.25 Trend,2013,75000,1242,82,5.2,42,4 boyalı,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
336000,BALIKESİR ,20637675,29 Temmuz 2022,Ford,S-Max,2.0 TDCi Titanium,2008,187000,1997,143,6.4,70,Belirtilmemiş,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
